symbol,strategy,date,entry_time,exit_time,entry,exit,shares,stop,target,pnl,r_multiple,exit_reason,signal_reason
BAC,orb,2024-07-19,09:50:00,15:50:00,43.075,42.95,464,42.69,43.845,-58.0,-0.325,eod_flat,orb_break_43.04
BAC,orb,2024-07-23,09:50:00,15:50:00,42.43,42.52,471,42.15,42.99,42.39,0.321,eod_flat,orb_break_42.39
BAC,orb,2024-07-25,09:50:00,14:50:00,42.145,41.88,474,41.89,42.655,-125.61,-1.039,stop,orb_break_42.13
BAC,orb,2024-07-26,10:50:00,15:50:00,41.905,41.71,477,41.41,42.895,-93.02,-0.394,eod_flat,orb_break_41.88
BAC,orb,2024-07-30,09:50:00,13:25:00,41.7831,41.02,478,41.03,43.2893,-364.76,-1.013,stop,orb_break_41.61
BAC,orb,2024-08-02,10:05:00,11:00:00,38.38,37.785,521,37.795,39.55,-309.99,-1.017,stop,orb_break_38.35
BAC,orb,2024-08-06,09:55:00,15:50:00,37.04,36.98,539,36.54,38.04,-32.34,-0.12,eod_flat,orb_break_36.90
BAC,orb,2024-08-08,09:55:00,15:50:00,38.08,38.265,525,37.66,38.92,97.13,0.44,eod_flat,orb_break_38.02
BAC,orb,2024-08-09,10:00:00,15:50:00,38.215,38.19,523,37.92,38.805,-13.07,-0.085,eod_flat,orb_break_38.17
BAC,orb,2024-08-16,09:50:00,15:50:00,39.18,39.3,510,38.99,39.56,61.2,0.632,eod_flat,orb_break_39.16
BAC,orb,2024-08-23,10:05:00,15:50:00,39.7401,39.78,503,39.27,40.6803,20.07,0.085,eod_flat,orb_break_39.53
BAC,orb,2024-08-28,09:50:00,15:50:00,39.855,39.94,501,39.33,40.905,42.59,0.162,eod_flat,orb_break_39.66
BAC,orb,2024-08-30,10:00:00,15:40:00,40.32,40.69,496,40.13,40.7,183.52,1.947,target,orb_break_40.30
BAC,orb,2024-09-04,10:00:00,11:30:00,40.915,40.55,488,40.56,41.625,-178.12,-1.028,stop,orb_break_40.90
BAC,orb,2024-09-09,10:05:00,15:50:00,39.435,39.48,507,39.15,40.005,22.82,0.158,eod_flat,orb_break_39.32
BAC,orb,2024-09-17,09:50:00,15:50:00,39.515,39.56,506,39.21,40.125,22.77,0.148,eod_flat,orb_break_39.50
BAC,orb,2024-09-19,10:00:00,15:50:00,40.495,41.0,493,40.01,41.465,248.97,1.041,eod_flat,orb_break_40.34
BAC,orb,2024-09-24,09:50:00,10:15:00,39.98,39.73,500,39.74,40.46,-125.0,-1.042,stop,orb_break_39.92
BAC,orb,2024-09-30,10:05:00,15:50:00,39.425,39.69,507,39.02,40.235,134.36,0.654,eod_flat,orb_break_39.31
BAC,orb,2024-10-02,09:50:00,13:30:00,39.4317,39.04,507,39.05,40.1951,-198.59,-1.026,stop,orb_break_39.37
BAC,orb,2024-10-09,09:50:00,15:50:00,40.02,40.155,499,39.72,40.62,67.37,0.45,eod_flat,orb_break_40.00
BAC,orb,2024-10-16,09:50:00,15:50:00,42.815,42.85,467,42.145,44.155,16.35,0.052,eod_flat,orb_break_42.78
BAC,orb,2024-10-22,10:50:00,15:50:00,42.015,42.37,476,41.57,42.905,168.98,0.798,eod_flat,orb_break_41.97
BAC,orb,2024-10-23,10:10:00,15:50:00,42.315,42.29,472,42.02,42.905,-11.8,-0.085,eod_flat,orb_break_42.30
BAC,orb,2024-10-28,09:50:00,15:50:00,42.35,42.7,472,42.005,43.04,165.2,1.014,eod_flat,orb_break_42.30
BAC,orb,2024-10-29,09:55:00,11:05:00,42.795,42.505,467,42.515,43.355,-135.43,-1.036,stop,orb_break_42.74
BAC,orb,2024-10-31,10:00:00,10:25:00,42.525,42.23,470,42.24,43.095,-138.65,-1.035,stop,orb_break_42.48
BAC,orb,2024-11-01,09:50:00,12:45:00,42.285,41.94,472,41.95,42.955,-162.84,-1.03,stop,orb_break_42.25
BAC,orb,2024-11-05,09:50:00,15:50:00,41.735,41.71,479,41.375,42.455,-11.97,-0.069,eod_flat,orb_break_41.71
BAC,orb,2024-11-07,10:35:00,11:00:00,45.235,44.82,442,44.83,46.045,-183.43,-1.025,stop,orb_break_45.20
BAC,orb,2024-11-08,10:10:00,12:00:00,45.495,44.98,439,44.99,46.505,-226.08,-1.02,stop,orb_break_45.37
BAC,orb,2024-11-11,09:55:00,15:50:00,46.33,46.075,431,45.58,47.83,-109.9,-0.34,eod_flat,orb_break_46.29
BAC,orb,2024-11-12,09:55:00,12:55:00,46.42,46.05,430,46.06,47.14,-159.1,-1.028,stop,orb_break_46.38
BAC,orb,2024-11-13,10:50:00,13:10:00,46.3201,46.0,431,46.01,46.9403,-137.96,-1.032,stop,orb_break_46.23
BAC,orb,2024-11-15,09:50:00,15:50:00,46.35,46.73,431,45.62,47.81,163.78,0.521,eod_flat,orb_break_46.26
BAC,orb,2024-11-18,11:05:00,15:50:00,46.8997,46.755,426,46.485,47.7291,-61.64,-0.349,eod_flat,orb_break_46.88
BAC,orb,2024-11-19,10:30:00,15:50:00,46.435,46.4,430,45.95,47.405,-15.05,-0.072,eod_flat,orb_break_46.42
BAC,orb,2024-11-21,10:00:00,15:50:00,46.6764,46.59,428,46.3,47.4292,-36.98,-0.23,eod_flat,orb_break_46.65
BAC,orb,2024-11-22,09:50:00,15:50:00,46.68,46.96,428,46.28,47.48,119.84,0.7,eod_flat,orb_break_46.58
BAC,orb,2024-11-26,10:00:00,15:50:00,47.545,47.77,420,47.21,48.215,94.5,0.672,eod_flat,orb_break_47.52
BAC,orb,2024-12-05,09:55:00,15:50:00,46.905,47.06,426,46.5,47.715,66.03,0.383,eod_flat,orb_break_46.70
BAC,orb,2024-12-09,09:50:00,10:15:00,46.74,46.475,427,46.485,47.25,-113.15,-1.039,stop,orb_break_46.69
BAC,orb,2024-12-10,10:00:00,15:50:00,46.125,45.76,433,45.585,47.205,-158.04,-0.676,eod_flat,orb_break_46.03
BAC,orb,2024-12-18,10:00:00,14:05:00,45.3,44.98,441,44.99,45.92,-141.12,-1.032,stop,orb_break_45.22
BAC,orb,2024-12-20,09:55:00,15:50:00,43.625,44.25,458,43.1024,44.6702,286.25,1.196,eod_flat,orb_break_43.60
BAC,orb,2024-12-26,10:50:00,15:50:00,44.375,44.51,450,44.13,44.865,60.75,0.551,eod_flat,orb_break_44.35
BAC,orb,2024-12-27,09:50:00,11:50:00,44.72,44.21,447,44.22,45.72,-227.97,-1.02,stop,orb_break_44.67
BAC,orb,2024-12-30,11:10:00,15:50:00,43.98,44.03,454,43.68,44.58,22.7,0.167,eod_flat,orb_break_43.96
BAC,orb,2025-01-02,09:50:00,12:30:00,44.425,44.09,450,44.1,45.075,-150.75,-1.031,stop,orb_break_44.37
BAC,orb,2025-01-06,09:55:00,11:35:00,45.42,46.05,440,45.1,46.06,277.2,1.969,target,orb_break_45.41
BAC,orb,2025-01-08,11:10:00,15:50:00,46.1228,46.105,433,45.76,46.8484,-7.71,-0.049,eod_flat,orb_break_46.07
BAC,orb,2025-01-15,10:15:00,15:50:00,47.4178,47.31,421,46.84,48.5734,-45.38,-0.187,eod_flat,orb_break_47.35
BAC,orb,2025-01-17,09:55:00,15:50:00,46.745,46.55,427,46.08,48.075,-83.26,-0.293,eod_flat,orb_break_46.62
BAC,orb,2025-01-21,09:55:00,15:00:00,46.98,46.535,425,46.545,47.85,-189.12,-1.023,stop,orb_break_46.91
BAC,orb,2025-01-23,09:55:00,15:50:00,46.695,46.35,428,46.045,47.995,-147.66,-0.531,eod_flat,orb_break_46.61
BAC,orb,2025-01-24,10:10:00,15:50:00,46.555,46.465,429,46.15,47.365,-38.61,-0.222,eod_flat,orb_break_46.55
BAC,orb,2025-01-29,09:50:00,14:15:00,47.085,46.67,424,46.68,47.895,-175.96,-1.025,stop,orb_break_47.05
BAC,orb,2025-02-03,10:25:00,15:50:00,45.74,46.365,437,45.11,47.0,273.13,0.992,eod_flat,orb_break_45.58
BAC,orb,2025-02-04,09:50:00,15:50:00,46.58,46.815,429,46.27,47.2,100.82,0.758,eod_flat,orb_break_46.48
BAC,orb,2025-02-06,10:50:00,15:50:00,47.655,47.7999,419,47.17,48.625,60.71,0.299,eod_flat,orb_break_47.58
BAC,orb,2025-02-11,09:50:00,15:50:00,46.68,46.82,428,46.275,47.49,59.92,0.346,eod_flat,orb_break_46.64
BAC,orb,2025-02-26,09:55:00,13:40:00,44.46,43.88,449,43.89,45.6,-260.42,-1.018,stop,orb_break_44.34
BAC,orb,2025-02-27,10:10:00,15:50:00,44.4636,44.09,449,43.935,45.5208,-167.75,-0.707,eod_flat,orb_break_44.37
BAC,orb,2025-02-28,10:00:00,15:50:00,44.98,45.99,444,44.199,46.542,448.44,1.293,eod_flat,orb_break_44.93
BAC,orb,2025-03-03,09:55:00,13:25:00,46.665,46.13,428,46.14,47.715,-228.98,-1.019,stop,orb_break_46.60
BAC,orb,2025-03-07,09:50:00,10:20:00,41.66,41.1201,480,41.1301,42.7198,-259.15,-1.019,stop,orb_break_41.62
BAC,orb,2025-03-11,09:50:00,10:25:00,40.29,39.65,496,39.66,41.55,-317.44,-1.016,stop,orb_break_40.23
BAC,orb,2025-03-14,09:50:00,15:10:00,40.4517,41.0003,494,40.1724,41.0103,271.01,1.964,target,orb_break_40.41
BAC,orb,2025-03-17,10:00:00,15:50:00,41.03,41.555,487,40.59,41.91,255.67,1.193,eod_flat,orb_break_41.01
BAC,orb,2025-03-19,10:35:00,15:05:00,41.73,42.58,479,41.3,42.59,407.15,1.977,target,orb_break_41.72
BAC,orb,2025-03-20,09:55:00,15:50:00,42.21,42.465,473,41.65,43.33,120.62,0.455,eod_flat,orb_break_42.11
BAC,orb,2025-03-24,10:00:00,12:25:00,43.14,42.82,463,42.83,43.76,-148.16,-1.032,stop,orb_break_43.11
BAC,orb,2025-03-27,10:20:00,15:50:00,43.005,42.77,465,42.515,43.985,-109.27,-0.48,eod_flat,orb_break_42.95
BAC,orb,2025-03-31,10:05:00,15:40:00,41.035,41.885,487,40.605,41.895,413.95,1.977,target,orb_break_40.99
BAC,orb,2025-04-01,11:15:00,15:50:00,41.5409,41.49,481,41.1,42.4227,-24.48,-0.115,eod_flat,orb_break_41.46
BAC,orb,2025-04-02,09:55:00,15:50:00,41.405,41.79,483,40.815,42.585,185.95,0.653,eod_flat,orb_break_41.39
BAC,orb,2025-04-14,10:05:00,15:50:00,36.9,36.8,542,36.27,38.16,-54.2,-0.159,eod_flat,orb_break_36.85
BAC,orb,2025-04-22,11:05:00,15:50:00,37.905,38.45,527,37.4,38.915,287.22,1.079,eod_flat,orb_break_37.85
BAC,orb,2025-04-24,09:55:00,15:50:00,39.01,39.67,512,38.595,39.84,337.92,1.59,eod_flat,orb_break_38.99
BAC,orb,2025-04-29,11:30:00,15:50:00,39.8879,40.01,501,39.6,40.4637,61.17,0.424,eod_flat,orb_break_39.86
BAC,orb,2025-04-30,11:15:00,15:50:00,39.375,39.71,507,38.915,40.295,169.85,0.728,eod_flat,orb_break_39.36
BAC,orb,2025-05-01,09:55:00,15:50:00,39.995,40.42,500,39.58,40.825,212.5,1.024,eod_flat,orb_break_39.92
BAC,orb,2025-05-05,10:00:00,15:50:00,41.04,41.18,487,40.62,41.88,68.18,0.333,eod_flat,orb_break_41.00
BAC,orb,2025-05-06,10:00:00,15:50:00,40.86,40.99,489,40.555,41.47,63.57,0.426,eod_flat,orb_break_40.81
BAC,orb,2025-05-08,10:00:00,10:10:00,41.58,41.275,481,41.285,42.17,-146.7,-1.034,stop,orb_break_41.54
BAC,orb,2025-05-13,10:00:00,15:50:00,43.855,44.35,456,43.42,44.725,225.72,1.138,eod_flat,orb_break_43.76
BAC,orb,2025-05-14,10:55:00,15:50:00,44.465,44.84,449,44.13,45.135,168.38,1.119,eod_flat,orb_break_44.44
BAC,orb,2025-05-19,09:50:00,15:50:00,44.615,44.725,448,44.11,45.625,49.28,0.218,eod_flat,orb_break_44.58
BAC,orb,2025-05-20,11:30:00,14:25:00,44.865,44.49,445,44.5,45.595,-166.87,-1.027,stop,orb_break_44.84
BAC,orb,2025-05-22,11:10:00,15:50:00,43.31,43.455,461,42.97,43.99,66.85,0.426,eod_flat,orb_break_43.27
BAC,orb,2025-05-27,10:25:00,15:50:00,43.8454,44.135,456,43.295,44.9462,132.06,0.526,eod_flat,orb_break_43.80
BAC,orb,2025-06-03,10:15:00,11:20:00,44.175,44.535,452,43.99,44.545,162.72,1.946,target,orb_break_44.15
BAC,orb,2025-06-05,11:05:00,15:50:00,44.495,44.4,449,44.1,45.285,-42.65,-0.241,eod_flat,orb_break_44.45
BAC,orb,2025-06-09,09:50:00,15:50:00,45.33,44.995,441,44.78,46.43,-147.73,-0.609,eod_flat,orb_break_45.27
BAC,orb,2025-06-10,10:05:00,15:50:00,45.065,45.035,443,44.75,45.695,-13.29,-0.095,eod_flat,orb_break_45.04
BAC,orb,2025-06-11,09:55:00,10:55:00,45.325,44.9314,441,44.9414,46.0922,-173.58,-1.026,stop,orb_break_45.25
BAC,orb,2025-06-12,10:20:00,15:50:00,44.45,44.58,449,44.02,45.31,58.37,0.302,eod_flat,orb_break_44.43
BAC,orb,2025-06-13,11:10:00,15:50:00,44.2,44.02,452,43.725,45.15,-81.36,-0.379,eod_flat,orb_break_44.17
BAC,orb,2025-06-16,10:20:00,15:30:00,44.7499,44.41,446,44.42,45.4097,-151.6,-1.03,stop,orb_break_44.72
BAC,orb,2025-06-17,09:55:00,15:50:00,44.53,44.25,449,44.06,45.47,-125.72,-0.596,eod_flat,orb_break_44.48
BAC,orb,2025-06-18,09:50:00,15:50:00,44.7313,45.09,447,44.21,45.7739,160.34,0.688,eod_flat,orb_break_44.67
BAC,orb,2025-06-23,10:00:00,12:25:00,45.855,45.31,436,45.32,46.925,-237.62,-1.019,stop,orb_break_45.83
BAC,orb,2025-06-25,11:15:00,15:50:00,46.775,46.84,427,46.47,47.385,27.76,0.213,eod_flat,orb_break_46.75
BAC,orb,2025-06-26,10:35:00,15:50:00,47.525,47.495,420,46.9,48.775,-12.6,-0.048,eod_flat,orb_break_47.40
BAC,orb,2025-06-27,11:10:00,14:25:00,47.53,47.05,420,47.06,48.47,-201.6,-1.021,stop,orb_break_47.52
BAC,orb,2025-07-01,09:50:00,15:50:00,47.475,48.21,421,46.94,48.545,309.43,1.374,eod_flat,orb_break_47.40
BAC,orb,2025-07-03,09:50:00,15:55:00,49.2316,48.91,406,48.81,50.0748,-130.57,-0.763,eod_flat,orb_break_49.13
BAC,orb,2025-07-07,09:50:00,12:20:00,49.14,48.725,407,48.735,49.95,-168.9,-1.025,stop,orb_break_49.09
BAC,orb,2025-07-10,09:50:00,15:50:00,46.995,46.87,425,46.81,47.365,-53.12,-0.676,eod_flat,orb_break_46.98
BAC,orb,2025-07-17,09:50:00,15:50:00,46.095,46.995,433,45.44,47.405,389.7,1.374,eod_flat,orb_break_46.06
BAC,orb,2025-07-21,10:25:00,15:50:00,47.65,47.52,419,47.33,48.29,-54.47,-0.406,eod_flat,orb_break_47.62
BAC,orb,2025-07-22,10:35:00,15:50:00,47.935,47.85,417,47.6,48.605,-35.44,-0.254,eod_flat,orb_break_47.90
BAC,orb,2025-07-24,10:00:00,15:50:00,48.875,48.44,409,48.21,50.205,-177.91,-0.654,eod_flat,orb_break_48.63
BAC,orb,2025-07-30,10:30:00,14:50:00,48.28,48.03,414,48.04,48.76,-103.5,-1.042,stop,orb_break_48.26
BAC,orb,2025-08-04,09:50:00,11:20:00,46.065,45.785,434,45.795,46.605,-121.52,-1.037,stop,orb_break_46.02
BAC,orb,2025-08-06,09:50:00,15:50:00,45.9,45.54,435,45.385,46.93,-156.6,-0.699,eod_flat,orb_break_45.87
BAC,orb,2025-08-08,10:05:00,15:50:00,45.465,46.01,439,44.98,46.435,239.26,1.124,eod_flat,orb_break_45.27
BAC,orb,2025-08-11,10:05:00,15:50:00,46.195,46.16,432,45.81,46.965,-15.12,-0.091,eod_flat,orb_break_46.18
BAC,orb,2025-08-12,10:10:00,15:50:00,47.085,47.45,424,46.36,48.535,154.76,0.503,eod_flat,orb_break_47.07
BAC,orb,2025-08-14,10:05:00,15:50:00,47.425,47.62,421,46.8904,48.4942,82.1,0.365,eod_flat,orb_break_47.28
BAC,orb,2025-08-18,09:50:00,15:50:00,47.253,47.94,423,46.79,48.179,290.6,1.484,eod_flat,orb_break_47.20
BAC,orb,2025-08-21,10:55:00,15:50:00,48.35,48.21,413,47.871,49.308,-57.82,-0.292,eod_flat,orb_break_48.34
BAC,orb,2025-08-22,10:05:00,15:50:00,48.93,49.585,408,48.46,49.87,267.24,1.394,eod_flat,orb_break_48.80
BAC,orb,2025-08-26,10:25:00,14:15:00,49.52,50.05,403,49.25,50.06,213.59,1.963,target,orb_break_49.51
BAC,orb,2025-08-27,11:25:00,15:50:00,50.461,50.435,396,49.99,51.403,-10.3,-0.055,eod_flat,orb_break_50.44
BAC,orb,2025-09-02,10:35:00,15:50:00,50.415,50.31,396,49.67,51.905,-41.58,-0.141,eod_flat,orb_break_50.35
BAC,orb,2025-09-09,10:05:00,15:50:00,49.925,50.26,400,49.46,50.855,134.0,0.72,eod_flat,orb_break_49.86
BAC,orb,2025-09-11,09:50:00,15:50:00,50.5,50.71,396,49.99,51.52,83.16,0.412,eod_flat,orb_break_50.40
BAC,orb,2025-09-17,09:50:00,15:50:00,51.155,51.445,390,50.79,51.885,113.1,0.795,eod_flat,orb_break_51.09
BAC,orb,2025-09-18,09:50:00,15:50:00,51.7,52.08,386,51.3,52.5,146.68,0.95,eod_flat,orb_break_51.58
BAC,orb,2025-09-19,10:10:00,15:50:00,52.235,52.56,382,51.76,53.185,124.15,0.684,eod_flat,orb_break_52.22
BAC,orb,2025-09-22,09:55:00,15:50:00,52.215,52.07,383,51.755,53.135,-55.53,-0.315,eod_flat,orb_break_52.12
BAC,orb,2025-09-23,09:50:00,13:25:00,52.715,51.94,379,51.95,54.245,-293.72,-1.013,stop,orb_break_52.67
BAC,orb,2025-09-24,10:10:00,11:45:00,52.2458,51.78,382,51.79,53.1574,-177.94,-1.022,stop,orb_break_52.22
BAC,orb,2025-09-25,09:55:00,15:50:00,51.755,51.84,386,51.44,52.385,32.81,0.27,eod_flat,orb_break_51.73
BAC,orb,2025-09-26,09:50:00,10:30:00,52.59,52.09,380,52.1,53.57,-190.0,-1.02,stop,orb_break_52.45
BAC,orb,2025-10-03,09:55:00,10:20:00,51.1,50.61,391,50.62,52.06,-191.59,-1.021,stop,orb_break_51.03
BAC,orb,2025-10-08,11:15:00,14:45:00,50.485,49.88,396,49.89,51.675,-239.58,-1.017,stop,orb_break_50.44
BAC,orb,2025-10-10,10:35:00,10:55:00,50.13,49.73,398,49.74,50.91,-159.2,-1.026,stop,orb_break_50.09
BAC,orb,2025-10-14,10:20:00,12:50:00,49.12,50.29,407,48.53,50.3,476.19,1.983,target,orb_break_49.09
BAC,orb,2025-10-17,11:05:00,15:50:00,51.37,51.36,389,50.44,53.23,-3.89,-0.011,eod_flat,orb_break_51.12
BAC,orb,2025-10-20,09:50:00,15:50:00,51.76,52.045,386,51.37,52.54,110.01,0.731,eod_flat,orb_break_51.72
BAC,orb,2025-10-21,09:50:00,10:10:00,52.29,51.92,382,51.93,53.01,-141.34,-1.028,stop,orb_break_52.26
BAC,orb,2025-10-24,09:50:00,15:50:00,52.545,52.495,380,51.85,53.935,-19.0,-0.072,eod_flat,orb_break_52.45
BAC,orb,2025-10-29,10:00:00,15:35:00,52.88,52.38,378,52.39,53.86,-189.0,-1.02,stop,orb_break_52.85
BAC,orb,2025-10-30,09:50:00,15:50:00,53.08,52.93,376,52.56,54.12,-56.4,-0.288,eod_flat,orb_break_52.97
BAC,orb,2025-10-31,10:35:00,15:50:00,53.085,53.52,376,52.77,53.715,163.56,1.381,eod_flat,orb_break_53.07
BAC,orb,2025-11-04,09:55:00,15:50:00,53.31,53.445,375,52.72,54.49,50.63,0.229,eod_flat,orb_break_53.26
BAC,orb,2025-11-07,10:10:00,12:05:00,53.315,52.7,375,52.71,54.525,-230.62,-1.017,stop,orb_break_53.27
BAC,orb,2025-11-11,10:10:00,15:50:00,53.85,53.58,371,53.28,54.99,-100.17,-0.474,eod_flat,orb_break_53.80
BAC,orb,2025-11-12,09:50:00,15:50:00,54.485,54.085,367,53.77,55.915,-146.8,-0.559,eod_flat,orb_break_54.47
BAC,orb,2025-11-18,11:10:00,15:50:00,51.6851,51.61,386,51.145,52.7653,-28.99,-0.139,eod_flat,orb_break_51.63
BAC,orb,2025-11-19,09:50:00,15:50:00,52.25,51.965,382,51.67,53.41,-108.87,-0.491,eod_flat,orb_break_52.22
BAC,orb,2025-11-20,10:40:00,11:20:00,52.945,52.41,377,52.42,53.995,-201.69,-1.019,stop,orb_break_52.91
BAC,orb,2025-11-24,10:00:00,15:50:00,51.81,52.06,386,51.395,52.64,96.5,0.602,eod_flat,orb_break_51.72
BAC,orb,2025-11-26,09:50:00,15:50:00,52.98,53.05,377,52.55,53.84,26.39,0.163,eod_flat,orb_break_52.92
BAC,orb,2025-11-28,09:50:00,15:35:00,53.4724,53.67,374,53.05,54.3172,73.9,0.468,data_end,orb_break_53.41
BAC,orb,2025-12-01,09:50:00,10:30:00,53.73,53.33,372,53.34,54.51,-148.8,-1.026,stop,orb_break_53.65
BAC,orb,2025-12-03,10:45:00,15:50:00,53.77,54.08,371,53.18,54.95,115.01,0.525,eod_flat,orb_break_53.70
BAC,orb,2025-12-05,09:55:00,15:50:00,54.41,53.89,367,53.74,55.75,-190.84,-0.776,eod_flat,orb_break_54.39
BAC,orb,2025-12-08,09:55:00,15:50:00,54.09,53.88,369,53.485,55.3,-77.49,-0.347,eod_flat,orb_break_54.04
BAC,orb,2025-12-09,09:55:00,12:40:00,54.135,53.64,369,53.65,55.105,-182.65,-1.021,stop,orb_break_54.03
BAC,orb,2025-12-10,11:00:00,15:00:00,53.815,54.415,371,53.51,54.425,222.6,1.967,target,orb_break_53.80
BAC,orb,2025-12-11,10:30:00,15:30:00,54.045,54.625,370,53.75,54.635,214.6,1.966,target,orb_break_54.03
BAC,orb,2025-12-12,10:35:00,15:50:00,54.855,55.13,364,54.35,55.865,100.1,0.545,eod_flat,orb_break_54.83
BAC,orb,2025-12-18,09:55:00,11:10:00,55.015,54.51,363,54.52,56.005,-183.31,-1.02,stop,orb_break_54.99
BAC,orb,2025-12-19,10:50:00,15:50:00,55.05,55.09,363,54.375,56.4,14.52,0.059,eod_flat,orb_break_54.94
BAC,orb,2025-12-22,11:20:00,15:50:00,55.85,55.86,358,55.34,56.87,3.58,0.02,eod_flat,orb_break_55.83
BAC,orb,2025-12-24,09:55:00,15:45:00,56.18,56.25,355,55.89,56.76,24.85,0.241,data_end,orb_break_56.16
BAC,orb,2026-01-02,10:00:00,14:30:00,55.25,55.872,361,54.934,55.882,224.54,1.968,target,orb_break_55.17
BAC,orb,2026-01-05,10:15:00,15:50:00,57.2,56.8,349,56.14,59.32,-139.6,-0.377,eod_flat,orb_break_57.18
BAC,orb,2026-01-08,10:00:00,15:50:00,55.99,56.27,357,55.47,57.03,99.96,0.538,eod_flat,orb_break_55.90
BAC,orb,2026-01-12,10:05:00,11:15:00,55.39,54.96,361,54.97,56.23,-155.23,-1.024,stop,orb_break_55.38
BAC,orb,2026-01-15,10:10:00,15:50:00,52.915,52.485,377,52.345,54.055,-162.11,-0.754,eod_flat,orb_break_52.80
BAC,orb,2026-01-20,09:50:00,14:15:00,52.815,52.06,378,52.07,54.305,-285.39,-1.013,stop,orb_break_52.70
BAC,orb,2026-01-21,10:35:00,15:50:00,52.815,52.21,378,52.16,54.125,-228.69,-0.924,eod_flat,orb_break_52.79
BAC,orb,2026-01-30,10:00:00,12:05:00,53.21,52.83,375,52.84,53.95,-142.5,-1.027,stop,orb_break_53.18
BAC,orb,2026-02-02,09:50:00,15:50:00,53.66,53.955,372,52.95,55.08,109.74,0.415,eod_flat,orb_break_53.49
BAC,orb,2026-02-04,09:55:00,15:50:00,55.525,55.565,360,54.71,57.155,14.4,0.049,eod_flat,orb_break_55.50
BAC,orb,2026-02-06,09:55:00,15:50:00,56.11,56.57,356,55.29,57.75,163.76,0.561,eod_flat,orb_break_56.04
BAC,orb,2026-02-09,10:45:00,15:50:00,56.68,56.43,352,56.18,57.68,-88.0,-0.5,eod_flat,orb_break_56.66
BAC,orb,2026-02-13,10:10:00,15:50:00,52.365,52.39,381,51.435,54.225,9.53,0.027,eod_flat,orb_break_52.10
BAC,orb,2026-02-17,09:50:00,12:10:00,53.51,52.86,373,52.87,54.79,-242.45,-1.016,stop,orb_break_53.48
BAC,orb,2026-02-20,10:20:00,15:50:00,52.885,53.0,378,51.83,54.995,43.47,0.109,eod_flat,orb_break_52.71
BAC,orb,2026-02-25,10:00:00,15:50:00,51.015,51.68,392,50.31,52.425,260.68,0.943,eod_flat,orb_break_50.95
BAC,orb,2026-03-03,10:40:00,13:25:00,49.03,50.08,407,48.5,50.09,427.35,1.981,target,orb_break_49.00
BAC,orb,2026-03-10,10:45:00,15:50:00,48.575,48.7,411,48.0,49.725,51.38,0.217,eod_flat,orb_break_48.54
BAC,orb,2026-03-16,09:50:00,15:50:00,47.41,47.07,421,46.9001,48.4298,-143.14,-0.667,eod_flat,orb_break_47.31
BAC,orb,2026-03-18,09:55:00,14:05:00,47.85,47.0394,417,47.0494,49.4512,-338.02,-1.012,stop,orb_break_47.62
BAC,orb,2026-03-20,10:10:00,15:30:00,47.445,46.84,421,46.85,48.635,-254.7,-1.017,stop,orb_break_47.35
BAC,orb,2026-03-24,10:45:00,15:50:00,47.83,48.335,418,47.02,49.45,211.09,0.623,eod_flat,orb_break_47.79
BAC,orb,2026-03-31,09:50:00,15:50:00,48.025,48.725,416,47.37,49.335,291.2,1.069,eod_flat,orb_break_47.88
BAC,orb,2026-04-02,10:35:00,15:50:00,48.915,49.25,408,48.16,50.425,136.68,0.444,eod_flat,orb_break_48.78
BAC,orb,2026-04-07,09:55:00,15:50:00,49.955,50.335,400,49.615,50.635,152.0,1.118,eod_flat,orb_break_49.90
BAC,orb,2026-04-09,11:20:00,15:50:00,52.12,52.74,383,51.625,53.11,237.46,1.253,eod_flat,orb_break_52.08
BAC,orb,2026-04-13,10:00:00,15:15:00,52.25,53.04,382,51.85,53.05,301.78,1.975,target,orb_break_52.20
BAC,orb,2026-04-14,10:00:00,15:50:00,53.33,53.27,375,52.795,54.4,-22.5,-0.112,eod_flat,orb_break_53.25
BAC,orb,2026-04-17,10:00:00,15:50:00,54.215,53.88,368,53.75,55.145,-123.28,-0.72,eod_flat,orb_break_54.16
BAC,orb,2026-04-21,09:50:00,11:25:00,54.5801,53.87,366,53.88,55.9803,-259.9,-1.014,stop,orb_break_54.53
BAC,orb,2026-04-22,10:00:00,11:50:00,53.805,53.195,371,53.205,55.005,-226.31,-1.017,stop,orb_break_53.76
BAC,orb,2026-04-23,10:10:00,13:00:00,53.3001,52.812,375,52.822,54.2563,-183.04,-1.021,stop,orb_break_53.25
BAC,orb,2026-04-30,09:55:00,15:50:00,53.03,53.59,377,52.15,54.79,211.12,0.636,eod_flat,orb_break_53.02
BAC,orb,2026-05-01,09:55:00,12:25:00,53.87,53.27,371,53.28,55.05,-222.6,-1.017,stop,orb_break_53.73
BAC,orb,2026-05-05,10:25:00,15:50:00,53.035,53.25,377,52.28,54.545,81.06,0.285,eod_flat,orb_break_53.00
BAC,orb,2026-05-13,09:50:00,14:25:00,50.635,50.095,394,50.105,51.695,-212.76,-1.019,stop,orb_break_50.58
BAC,orb,2026-05-14,11:05:00,12:45:00,50.385,49.98,396,49.99,51.175,-160.38,-1.025,stop,orb_break_50.37
BAC,orb,2026-05-18,09:50:00,15:50:00,50.505,50.79,396,49.72,52.075,112.86,0.363,eod_flat,orb_break_50.35
